iid,gender,condtn,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,like_o,prob_o,age,field_cd,race,imprace,imprelig,goal,date,go_out,career_c,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,dec,attr,sinc,intel,fun,like,prob,met,extra
353,0,2,364,0,3,0,3,3,1,1,1,1,0,0,0,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,365,0,6,0,3,2,2,1,1,1,1,1,0,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,366,0,6,0,3,2,1,1,1,1,1,1,0,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,369,1,5,0,2,2,1,1,1,1,0,0,1,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,370,0,3,0,3,2,2,0,0,0,0,0,0,2,2,2,2,1,1,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,371,0,4,0,3,2,2,0,0,2,0,0,0,2,2,2,1,1,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,372,0,1,0,3,2,1,1,1,1,0,1,0,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,373,0,1,0,3,3,2,0,0,0,0,0,0,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,374,0,1,1,3,4,2,0,0,0,0,1,0,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,375,0,6,0,3,2,1,1,1,1,0,1,0,1,2,2,1,1,1,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,0,2,2,2,2,2,2,0,
353,0,2,376,0,5,1,2,4,1,0,1,1,1,0,0,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,0,
353,0,2,377,0,5,1,3,4,1,1,0,1,1,0,0,2,2,2,2,1,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,0,2,2,2,2,2,2,0,
353,0,2,378,0,4,0,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,2,9,4,7,7,1,2,1,2,5,1,0,1,1,0,1,1,1,1,1,1,1,0,2,2,2,2,2,2,0,
354,0,2,361,0,3,1,4,2,1,1,1,0,0,0,0,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,0,0,2,2,2,2,2,0,
354,0,2,363,0,3,0,2,4,1,1,1,1,0,0,1,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,0,0,2,2,1,2,2,0,
354,0,2,364,1,6,0,3,3,1,1,1,1,0,0,1,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,365,1,1,1,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,366,1,1,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,367,0,3,1,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,0,1,2,2,2,2,2,0,
354,0,2,368,1,2,0,2,6,1,0,1,1,0,1,1,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,369,1,3,1,2,2,1,1,1,1,0,0,1,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,371,1,5,1,3,2,2,0,0,2,0,0,1,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,372,1,6,1,3,2,1,1,1,1,0,1,1,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,373,0,1,0,3,3,2,0,0,0,0,0,0,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,375,0,5,1,3,2,1,1,1,1,0,1,0,1,1,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
354,0,2,376,0,2,0,2,4,1,0,1,1,1,0,0,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,0,2,2,2,1,2,2,0,
354,0,2,378,0,4,1,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,2,3,2,9,8,1,6,1,3,7,1,0,1,1,1,0,2,0,0,1,1,1,1,2,2,2,2,2,2,0,
355,0,2,363,0,4,0,2,4,1,1,1,1,0,0,1,2,2,2,2,2,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,1,0,
355,0,2,365,0,7,1,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,2,0,
355,0,2,366,1,6,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,1,2,2,2,2,2,2,0,
355,0,2,367,0,1,1,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,1,0,
355,0,2,373,0,5,0,3,3,2,0,0,0,0,0,0,2,2,2,2,2,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,1,2,2,2,2,2,2,0,
355,0,2,375,0,2,1,3,2,1,1,1,1,0,1,0,1,2,2,1,1,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,1,2,2,2,2,2,2,0,
355,0,2,376,0,1,0,2,4,1,0,1,1,1,0,0,2,2,2,2,2,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,2,0,
355,0,2,377,0,3,0,3,4,1,1,0,1,1,0,0,2,2,2,2,2,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,2,0,
355,0,2,378,0,6,1,3,2,1,1,1,1,0,0,1,2,2,2,2,2,2,2,3,2,10,2,1,4,3,3,7,2,1,0,0,0,0,2,0,0,1,0,0,0,2,2,2,2,2,2,0,
356,0,2,361,0,2,1,4,2,1,1,1,0,0,0,0,2,2,2,2,2,2,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,0,2,2,2,2,2,2,0,
356,0,2,364,0,5,0,3,3,1,1,1,1,0,0,0,2,2,2,2,2,1,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,0,2,2,2,2,2,2,0,
356,0,2,365,0,1,1,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,0,2,2,2,2,2,2,0,
356,0,2,367,1,3,1,3,2,1,1,1,1,0,0,1,2,2,2,2,2,2,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,1,2,2,2,2,2,2,0,
356,0,2,368,0,1,0,2,6,1,0,1,1,0,1,1,2,2,2,2,2,2,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,0,2,2,2,2,2,2,0,
356,0,2,371,0,6,1,3,2,2,0,0,2,0,0,0,2,2,2,1,2,2,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,0,2,2,2,2,2,2,0,
356,0,2,374,0,6,0,3,4,2,0,0,0,0,1,0,2,2,2,2,2,2,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,0,2,2,2,2,2,2,0,
356,0,2,375,0,6,1,3,2,1,1,1,1,0,1,1,2,2,2,2,2,2,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,0,2,2,2,2,2,2,0,
356,0,2,376,0,1,0,2,4,1,0,1,1,1,0,0,2,2,2,2,2,2,3,3,2,2,4,1,7,2,3,4,1,1,1,1,0,1,2,0,1,1,0,0,0,2,2,2,2,2,2,0,
357,0,2,361,0,6,0,4,2,1,1,1,0,0,0,0,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,1,2,2,0,0,0,0,
357,0,2,362,0,1,0,3,2,1,1,1,1,0,1,0,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,1,2,2,2,1,1,0,
357,0,2,363,0,4,1,2,4,1,1,1,1,0,0,0,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,1,2,0,
357,0,2,364,0,1,0,3,3,1,1,1,1,0,0,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,2,2,0,
357,0,2,365,0,4,0,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,2,1,0,
357,0,2,367,0,1,0,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,2,2,0,
357,0,2,368,1,2,0,2,6,1,0,1,1,0,1,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,1,2,2,2,2,2,2,0,
357,0,2,370,0,3,0,3,2,2,0,0,0,0,0,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,2,2,0,
357,0,2,371,0,4,0,3,2,2,0,0,2,0,0,0,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,2,1,0,
357,0,2,372,0,4,0,3,2,1,1,1,1,0,1,0,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,2,1,0,
357,0,2,373,0,2,0,3,3,2,0,0,0,0,0,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,2,2,0,
357,0,2,374,1,1,1,3,4,2,0,0,0,0,1,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,1,2,2,2,2,2,2,0,
357,0,2,375,0,1,0,3,2,1,1,1,1,0,1,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,2,2,1,0,
357,0,2,376,1,1,1,2,4,1,0,1,1,1,0,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,1,2,2,2,2,2,1,0,
357,0,2,377,0,5,1,3,4,1,1,0,1,1,0,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,0,2,1,0,
357,0,2,378,0,1,0,3,2,1,1,1,1,0,0,1,2,2,2,2,2,2,3,9,4,10,10,1,4,2,2,1,1,1,1,1,1,0,2,0,0,1,0,1,0,2,2,2,1,1,1,0,
358,0,2,361,0,3,0,4,2,1,1,1,0,0,0,0,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,362,0,5,0,3,2,1,1,1,1,0,1,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,363,0,6,1,2,4,1,1,1,1,0,0,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,364,0,4,0,3,3,1,1,1,1,0,0,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,366,1,1,0,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,1,2,2,2,2,2,2,1,
358,0,2,367,0,4,0,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,368,0,4,0,2,6,1,0,1,1,0,1,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,369,0,2,0,2,2,1,1,1,1,0,0,1,2,2,2,2,2,0,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,370,0,2,0,3,2,2,0,0,0,0,0,0,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,371,0,2,0,3,2,2,0,0,2,0,0,0,2,2,2,1,1,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,372,0,3,0,3,2,1,1,1,1,0,1,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,373,0,6,0,3,3,2,0,0,0,0,0,0,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,1,2,2,2,2,2,2,0,
358,0,2,374,0,2,1,3,4,2,0,0,0,0,1,0,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,375,0,5,0,3,2,1,1,1,1,0,1,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,376,1,3,1,2,4,1,0,1,1,1,0,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,1,2,2,2,2,2,2,1,
358,0,2,377,0,3,1,3,4,1,1,0,1,1,0,1,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
358,0,2,378,0,6,0,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,3,8,4,1,1,1,5,3,7,5,1,0,1,1,0,0,2,0,0,0,0,1,0,2,2,2,2,2,2,0,
359,0,2,361,0,5,1,4,2,1,1,1,0,0,0,0,2,2,2,2,2,2,3,6,2,1,5,2,6,3,9,2,0,1,1,1,1,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
359,0,2,363,0,2,0,2,4,1,1,1,1,0,0,1,2,2,2,2,2,2,3,6,2,1,5,2,6,3,9,2,0,1,1,1,1,1,1,0,0,1,0,1,0,2,2,2,2,1,2,0,
359,0,2,366,1,4,1,3,2,1,1,1,1,1,1,1,2,2,2,2,2,2,3,6,2,1,5,2,6,3,9,2,0,1,1,1,1,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
359,0,2,367,0,4,1,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,3,6,2,1,5,2,6,3,9,2,0,1,1,1,1,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
359,0,2,372,0,1,1,3,2,1,1,1,1,0,1,0,1,1,2,0,0,0,3,6,2,1,5,2,6,3,9,2,0,1,1,1,1,1,1,0,0,1,0,1,0,2,2,2,2,2,2,0,
359,0,2,374,0,1,0,3,4,2,0,0,0,0,1,0,2,2,2,2,2,2,3,6,2,1,5,2,6,3,9,2,0,1,1,1,1,1,1,0,0,1,0,1,0,2,2,2,2,1,1,0,
359,0,2,375,0,4,1,3,2,1,1,1,1,0,1,0,1,2,1,0,1,1,3,6,2,1,5,2,6,3,9,2,0,1,1,1,1,1,1,0,0,1,0,1,0,2,2,2,2,1,1,0,
360,0,2,362,0,2,0,3,2,1,1,1,1,0,1,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,0,2,2,2,2,2,2,0,
360,0,2,363,0,3,0,2,4,1,1,1,1,0,0,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,0,2,2,2,2,2,0,0,
360,0,2,364,1,4,0,3,3,1,1,1,1,0,0,1,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
360,0,2,365,0,3,0,3,2,2,1,1,1,1,1,0,1,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
360,0,2,366,0,3,0,3,2,1,1,1,1,1,1,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
360,0,2,367,0,2,0,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
360,0,2,368,0,3,1,2,6,1,0,1,1,0,1,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
360,0,2,369,1,4,0,2,2,1,1,1,1,0,0,1,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,1,
360,0,2,371,1,4,0,3,2,2,0,0,2,0,0,1,2,2,2,1,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
360,0,2,374,0,2,0,3,4,2,0,0,0,0,1,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,0,2,2,2,2,2,2,0,
360,0,2,375,1,3,0,3,2,1,1,1,1,0,1,1,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
360,0,2,376,0,3,0,2,4,1,0,1,1,1,0,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,0,2,2,2,2,2,2,0,
360,0,2,377,0,3,0,3,4,1,1,0,1,1,0,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
360,0,2,378,0,3,0,3,2,1,1,1,1,0,0,0,2,2,2,2,2,2,2,3,6,8,4,2,6,2,3,7,1,1,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,2,2,0,
361,1,2,341,0,8,0,2,4,1,1,1,1,1,0,0,2,1,2,1,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
361,1,2,344,0,1,0,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
361,1,2,347,0,1,0,3,1,1,0,0,1,1,0,0,2,0,2,2,1,0,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,0,0,
361,1,2,348,0,7,0,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
361,1,2,349,0,5,1,4,2,1,1,0,1,1,0,0,1,2,2,1,1,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
361,1,2,350,0,6,1,4,2,1,1,1,0,1,1,0,2,2,2,2,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,1,2,2,2,2,2,2,0,
361,1,2,352,0,5,0,3,6,1,1,1,0,0,1,0,2,2,2,2,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,1,0,
361,1,2,353,0,6,0,2,4,1,0,1,1,0,1,0,2,2,2,2,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,1,1,0,0,
361,1,2,354,0,3,1,2,2,1,0,1,1,1,0,0,0,2,2,2,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
361,1,2,356,0,2,1,3,2,1,1,1,1,0,1,0,2,2,2,2,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
361,1,2,357,0,6,0,3,4,1,1,1,1,1,0,0,1,2,2,0,0,0,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
361,1,2,358,0,3,0,3,4,1,0,1,1,0,0,0,2,2,2,2,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
361,1,2,359,0,5,1,3,2,0,1,1,1,1,1,1,2,2,2,2,2,2,4,1,2,5,5,2,6,6,1,5,1,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,0,
362,1,2,341,0,5,0,2,4,1,1,1,1,1,0,0,2,2,2,2,2,2,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,1,2,2,2,2,2,2,0,
362,1,2,342,0,4,0,4,3,2,1,1,0,1,0,1,2,2,2,2,2,1,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,0,2,2,2,2,2,2,0,
362,1,2,345,0,1,1,2,2,0,1,1,1,1,0,0,2,2,2,2,2,2,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,0,2,2,2,2,2,2,0,
362,1,2,348,0,6,0,2,4,1,1,1,1,1,1,1,2,2,2,2,2,1,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,0,2,2,2,2,2,2,0,
362,1,2,350,0,3,1,4,2,1,1,1,0,1,1,0,2,2,2,2,2,2,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,1,2,2,2,2,2,2,0,
362,1,2,351,1,5,0,4,4,1,1,1,1,1,0,1,2,2,2,2,2,2,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,1,2,2,2,2,2,2,0,
362,1,2,352,0,2,0,3,6,1,1,1,0,0,1,0,2,2,2,2,2,2,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,0,2,2,2,2,2,2,0,
362,1,2,353,0,4,0,2,4,1,0,1,1,0,1,1,2,2,2,2,2,2,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,0,2,2,2,2,2,2,0,
362,1,2,357,0,1,0,3,4,1,1,1,1,1,0,0,1,2,2,2,1,1,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,0,2,2,2,2,2,2,0,
362,1,2,358,0,5,0,3,4,1,0,1,1,0,0,0,2,2,2,2,2,2,3,1,2,1,1,1,4,3,1,9,1,1,1,1,0,1,2,1,1,2,0,0,1,2,2,2,2,2,2,0,
363,1,2,341,0,3,1,2,4,1,1,1,1,1,0,0,2,2,2,2,2,2,2,5,4,1,1,3,6,2,7,7,1,1,1,1,0,0,1,1,1,1,0,0,1,2,2,2,2,2,2,0,
363,1,2,342,0,2,0,4,3,2,1,1,0,1,0,0,2,2,2,2,2,2,2,5,4,1,1,3,6,2,7,7,1,1,1,1,0,0,1,1,1,1,0,0,1,2,2,2,2,2,2,0,
363,1,2,343,0,1,0,4,2,0,1,1,0,1,1,0,2,2,2,2,2,1,2,5,4,1,1,3,6,2,7,7,1,1,1,1,0,0,1,1,1,1,0,0,0,2,2,2,2,2,2,0,
363,1,2,344,0,2,0,3,3,1,1,1,1,1,1,0,2,2,2,2,2,2,2,5,4,1,1,3,6,2,7,7,1,1,1,1,0,0,1,1,1,1,0,0,0,2,2,2,2,2,2,0,
363,1,2,345,0,5,0,2,2,0,1,1,1,1,0,0,2,2,2,2,2,2,2,5,4,1,1,3,6,2,7,7,1,1,1,1,0,0,1,1,1,1,0,0,1,2,2,2,2,2,2,0,
363,1,2,347,0,6,0,3,1,1,0,0,1,1,0,1,2,2,2,2,2,1,2,5,4,1,1,3,6,2,7,7,1,1,1,1,0,0,1,1,1,1,0,0,0,1,2,2,1,1,1,0,
363,1,2,348,1,1,1,2,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,5,4,1,1,3,6,2,7,7,1,1,1,1,0,0,1,1,1,1,0,0,1,2,2,2,2,2,2,0,
363,1,2,349,0,5,0,4,2,1,1,0,1,1,0,0,2,2,2,1,2,2,2,5,4,1,1,3,6,2,7,7,1,1,1,1,0,0,1,1,1,1,0,0,1,2,2,2,2,2,2,0,
